,Time,VarName,Value
358,86400.0,"combiTimeTable_huanchong.table[16, 1]",48600.0
359,86400.0,"combiTimeTable_huanchong.table[16, 2]",0.30000001192092896
360,86400.0,"combiTimeTable_huanchong.table[17, 1]",53940.0
361,86400.0,"combiTimeTable_huanchong.table[17, 2]",0.5527374148368835
362,86400.0,"combiTimeTable_huanchong.table[18, 1]",54000.0
363,86400.0,"combiTimeTable_huanchong.table[18, 2]",0.5148565173149109
364,86400.0,"combiTimeTable_huanchong.table[19, 1]",55740.0
365,86400.0,"combiTimeTable_huanchong.table[19, 2]",0.9900000095367432
366,86400.0,"combiTimeTable_huanchong.table[2, 1]",25200.0
367,86400.0,"combiTimeTable_huanchong.table[2, 2]",0.7918368577957153
368,86400.0,"combiTimeTable_huanchong.table[20, 1]",55800.0
369,86400.0,"combiTimeTable_huanchong.table[20, 2]",0.8508226871490479
370,86400.0,"combiTimeTable_huanchong.table[21, 1]",64740.0
371,86400.0,"combiTimeTable_huanchong.table[21, 2]",0.9176559448242188
372,86400.0,"combiTimeTable_huanchong.table[22, 1]",64800.0
373,86400.0,"combiTimeTable_huanchong.table[22, 2]",0.30000001192092896
374,86400.0,"combiTimeTable_huanchong.table[23, 1]",66540.0
375,86400.0,"combiTimeTable_huanchong.table[23, 2]",0.9792094230651855
376,86400.0,"combiTimeTable_huanchong.table[24, 1]",66600.0
377,86400.0,"combiTimeTable_huanchong.table[24, 2]",0.7367490530014038
378,86400.0,"combiTimeTable_huanchong.table[25, 1]",68400.0
379,86400.0,"combiTimeTable_huanchong.table[25, 2]",0.6313393712043762
380,86400.0,"combiTimeTable_huanchong.table[26, 1]",86400.0
381,86400.0,"combiTimeTable_huanchong.table[26, 2]",0.967655599117279
382,86400.0,"combiTimeTable_huanchong.table[3, 1]",28740.0
383,86400.0,"combiTimeTable_huanchong.table[3, 2]",0.9900000095367432
384,86400.0,"combiTimeTable_huanchong.table[4, 1]",28800.0
385,86400.0,"combiTimeTable_huanchong.table[4, 2]",0.9900000095367432
386,86400.0,"combiTimeTable_huanchong.table[5, 1]",30540.0
387,86400.0,"combiTimeTable_huanchong.table[5, 2]",0.9512165784835815
